"id";"order_id";"meta_key";"meta_value"
"108";"1038";"_wc_order_attribution_session_pages";"31"
"109";"1038";"_wc_order_attribution_session_count";"1"
"110";"1038";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"111";"1038";"_wc_order_attribution_device_type";"Desktop"
"112";"1039";"is_vat_exempt";"no"
"113";"1039";"_billing_address_index";"Alexandros Korneichik  Mempawah  Kota Mempawah KB 745121 ID akorneichikr@quantcast.com "
"114";"1039";"_shipping_address_index";"Alexandros Korneichik  Mempawah  Kota Mempawah KB 745121 ID "
"115";"1039";"_wc_order_attribution_source_type";"typein"
"116";"1039";"_wc_order_attribution_utm_source";"(direct)"
"117";"1039";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"118";"1039";"_wc_order_attribution_session_start_time";"2025-05-08 22:32:14"
"119";"1039";"_wc_order_attribution_session_pages";"40"
"120";"1039";"_wc_order_attribution_session_count";"1"
"121";"1039";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"122";"1039";"_wc_order_attribution_device_type";"Desktop"
"123";"1040";"is_vat_exempt";"no"
"124";"1040";"_billing_address_index";"Giuseppe Gerard  Sintang  Kabupaten Sintang KB 65421 ID ggerards@instagram.com "
"125";"1040";"_shipping_address_index";"Giuseppe Gerard  Sintang  Kabupaten Sintang KB 65421 ID "
"126";"1040";"_wc_order_attribution_source_type";"typein"
"127";"1040";"_wc_order_attribution_utm_source";"(direct)"
"128";"1040";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"129";"1040";"_wc_order_attribution_session_start_time";"2025-05-08 22:32:14"
"130";"1040";"_wc_order_attribution_session_pages";"50"
"131";"1040";"_wc_order_attribution_session_count";"1"
"132";"1040";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"133";"1040";"_wc_order_attribution_device_type";"Desktop"
"134";"1041";"is_vat_exempt";"no"
"135";"1041";"_billing_address_index";"Angelique Brosius  Jalan Demang Akub  Singkawang KB 78124 ID abrosiust@sun.com "
"136";"1041";"_shipping_address_index";"Angelique Brosius  Jalan Demang Akub  Singkawang KB 78124 ID "
"137";"1041";"_wc_order_attribution_source_type";"typein"
"138";"1041";"_wc_order_attribution_utm_source";"(direct)"
"139";"1041";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"140";"1041";"_wc_order_attribution_session_start_time";"2025-05-08 22:32:14"
"141";"1041";"_wc_order_attribution_session_pages";"59"
"142";"1041";"_wc_order_attribution_session_count";"1"
"143";"1041";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"144";"1041";"_wc_order_attribution_device_type";"Desktop"
"145";"1042";"is_vat_exempt";"no"
"146";"1042";"_billing_address_index";"Jessy De Bell  Kota Pontianak, Jl. Sepakat II  Pontianak KB 78125 ID jdebellu@nationalgeographic.com "
"147";"1042";"_shipping_address_index";"Jessy De Bell  Kota Pontianak, Jl. Sepakat II  Pontianak KB 78125 ID "
"148";"1042";"_wc_order_attribution_source_type";"typein"
"149";"1042";"_wc_order_attribution_utm_source";"(direct)"
"150";"1042";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"151";"1042";"_wc_order_attribution_session_start_time";"2025-05-08 22:32:14"
"152";"1042";"_wc_order_attribution_session_pages";"69"
"153";"1042";"_wc_order_attribution_session_count";"1"
"154";"1042";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"155";"1042";"_wc_order_attribution_device_type";"Desktop"
"156";"1043";"is_vat_exempt";"no"
"157";"1043";"_billing_address_index";"Lenna Seagrove  Kota Mempawah  Kota Mempawah KB 72121 ID lseagrovev@usa.gov "
"158";"1043";"_shipping_address_index";"Lenna Seagrove  Kota Mempawah  Kota Mempawah KB 72121 ID "
"159";"1043";"_wc_order_attribution_source_type";"typein"
"160";"1043";"_wc_order_attribution_utm_source";"(direct)"
"161";"1043";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"162";"1043";"_wc_order_attribution_session_start_time";"2025-05-08 22:32:14"
"163";"1043";"_wc_order_attribution_session_pages";"79"
"164";"1043";"_wc_order_attribution_session_count";"1"
"165";"1043";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"166";"1043";"_wc_order_attribution_device_type";"Desktop"
"167";"1044";"is_vat_exempt";"no"
"168";"1044";"_billing_address_index";"Estelle Pieroni  Jalan Sungai Jawi  Kota Pontianak KB 78124 ID epieroniw@blogs.com "
"169";"1044";"_shipping_address_index";"Estelle Pieroni  Jalan Sungai Jawi  Kota Pontianak KB 78124 ID "
"170";"1044";"_wc_order_attribution_source_type";"typein"
"171";"1044";"_wc_order_attribution_utm_source";"(direct)"
"172";"1044";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"173";"1044";"_wc_order_attribution_session_start_time";"2025-05-08 22:32:14"
"174";"1044";"_wc_order_attribution_session_pages";"89"
"175";"1044";"_wc_order_attribution_session_count";"1"
"176";"1044";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"177";"1044";"_wc_order_attribution_device_type";"Desktop"
"178";"1045";"is_vat_exempt";"no"
"179";"1045";"_billing_address_index";"Nady Veel  Kebayoran Baru  Jakarta Barat JK 9821 ID nveelx@123-reg.co.uk "
"180";"1045";"_shipping_address_index";"Nady Veel  Kebayoran Baru  Jakarta Barat JK 9821 ID "
"181";"1045";"_wc_order_attribution_source_type";"typein"
"182";"1045";"_wc_order_attribution_utm_source";"(direct)"
"183";"1045";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"184";"1045";"_wc_order_attribution_session_start_time";"2025-05-08 22:32:14"
"185";"1045";"_wc_order_attribution_session_pages";"97"
"186";"1045";"_wc_order_attribution_session_count";"1"
"187";"1045";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"188";"1045";"_wc_order_attribution_device_type";"Desktop"
"189";"1046";"is_vat_exempt";"no"
"190";"1046";"_billing_address_index";"Dimitry Fasset  Jakarta Barat  Kota Jakarta JK 76817 ID dfassety@unicef.org "
"191";"1046";"_shipping_address_index";"Dimitry Fasset  Jakarta Barat  Kota Jakarta JK 76817 ID "
"192";"1046";"_wc_order_attribution_source_type";"typein"
"193";"1046";"_wc_order_attribution_utm_source";"(direct)"
"194";"1046";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"195";"1046";"_wc_order_attribution_session_start_time";"2025-05-08 22:32:14"
"196";"1046";"_wc_order_attribution_session_pages";"106"
"197";"1046";"_wc_order_attribution_session_count";"1"
"198";"1046";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"199";"1046";"_wc_order_attribution_device_type";"Desktop"
"200";"1047";"is_vat_exempt";"no"
"201";"1047";"_billing_address_index";"Susann Langtry  Kota Singkawang  Kota Singkawang KB 76252 ID slangtryz@indiegogo.com "
"202";"1047";"_shipping_address_index";"Susann Langtry  Kota Singkawang  Kota Singkawang KB 76252 ID "
"203";"1047";"_wc_order_attribution_source_type";"typein"
"204";"1047";"_wc_order_attribution_utm_source";"(direct)"
"205";"1047";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"206";"1047";"_wc_order_attribution_session_start_time";"2025-05-08 22:32:14"
"207";"1047";"_wc_order_attribution_session_pages";"115"
"208";"1047";"_wc_order_attribution_session_count";"1"
"209";"1047";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"210";"1047";"_wc_order_attribution_device_type";"Desktop"
"211";"1049";"is_vat_exempt";"no"
"212";"1049";"_billing_address_index";"Werner Buchanan  jalan panda  Pontianak KB 78111 ID wbuchanan0@reference.com "
"213";"1049";"_shipping_address_index";"Werner Buchanan  jalan panda  Pontianak KB 78111 ID "
"214";"1049";"_wc_order_attribution_source_type";"typein"
"215";"1049";"_wc_order_attribution_utm_source";"(direct)"
"216";"1049";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"217";"1049";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"218";"1049";"_wc_order_attribution_session_pages";"14"
"219";"1049";"_wc_order_attribution_session_count";"6"
"220";"1049";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"221";"1049";"_wc_order_attribution_device_type";"Desktop"
"222";"1050";"is_vat_exempt";"no"
"223";"1050";"_billing_address_index";"Abagael Cockin  jalan harimau  Pontianak KB 78112 ID acockin1@noaa.gov "
"224";"1050";"_shipping_address_index";"Abagael Cockin  jalan harimau  Pontianak KB 78112 ID "
"225";"1050";"_wc_order_attribution_source_type";"typein"
"226";"1050";"_wc_order_attribution_utm_source";"(direct)"
"227";"1050";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"228";"1050";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"229";"1050";"_wc_order_attribution_session_pages";"30"
"230";"1050";"_wc_order_attribution_session_count";"6"
"231";"1050";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"232";"1050";"_wc_order_attribution_device_type";"Desktop"
"233";"1051";"is_vat_exempt";"no"
"234";"1051";"_billing_address_index";"Rozanna Leng  jalan singa  Pontianak KB 78113 ID rleng2@accuweather.com "
"235";"1051";"_shipping_address_index";"Rozanna Leng  jalan singa  Pontianak KB 78113 ID "
"236";"1051";"_wc_order_attribution_source_type";"typein"
"237";"1051";"_wc_order_attribution_utm_source";"(direct)"
"238";"1051";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"239";"1051";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"240";"1051";"_wc_order_attribution_session_pages";"39"
"241";"1051";"_wc_order_attribution_session_count";"6"
"242";"1051";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"243";"1051";"_wc_order_attribution_device_type";"Desktop"
"244";"1052";"is_vat_exempt";"no"
"245";"1052";"_billing_address_index";"Kelcey Ziehms  jalan komodo  Pontianak KB 78114 ID kziehms3@msn.com "
"246";"1052";"_shipping_address_index";"Kelcey Ziehms  jalan komodo  Pontianak KB 78114 ID "
"247";"1052";"_wc_order_attribution_source_type";"typein"
"248";"1052";"_wc_order_attribution_utm_source";"(direct)"
"249";"1052";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"250";"1052";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"251";"1052";"_wc_order_attribution_session_pages";"46"
"252";"1052";"_wc_order_attribution_session_count";"6"
"253";"1052";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"254";"1052";"_wc_order_attribution_device_type";"Desktop"
"255";"1053";"is_vat_exempt";"no"
"256";"1053";"_billing_address_index";"Beryl Beckinsale  jalan kucing  Pontianak KB 78115 ID bbeckinsale4@vinaora.com "
"257";"1053";"_shipping_address_index";"Beryl Beckinsale  jalan kucing  Pontianak KB 78115 ID "
"258";"1053";"_wc_order_attribution_source_type";"typein"
"259";"1053";"_wc_order_attribution_utm_source";"(direct)"
"260";"1053";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"261";"1053";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"262";"1053";"_wc_order_attribution_session_pages";"54"
"263";"1053";"_wc_order_attribution_session_count";"6"
"264";"1053";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"265";"1053";"_wc_order_attribution_device_type";"Desktop"
"266";"1054";"is_vat_exempt";"no"
"267";"1054";"_billing_address_index";"Rollins Pascho  jalan kapibara  Pontianak KB 78116 ID rpascho5@jigsy.com "
"268";"1054";"_shipping_address_index";"Rollins Pascho  jalan kapibara  Pontianak KB 78116 ID "
"269";"1054";"_wc_order_attribution_source_type";"typein"
"270";"1054";"_wc_order_attribution_utm_source";"(direct)"
"271";"1054";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"272";"1054";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"273";"1054";"_wc_order_attribution_session_pages";"62"
"274";"1054";"_wc_order_attribution_session_count";"6"
"275";"1054";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"276";"1054";"_wc_order_attribution_device_type";"Desktop"
"277";"1055";"is_vat_exempt";"no"
"278";"1055";"_billing_address_index";"Nada Baudassi  jalan angsa  Pontianak KB 78117 ID nbaudassi6@virginia.edu "
"279";"1055";"_shipping_address_index";"Nada Baudassi  jalan angsa  Pontianak KB 78117 ID "
"280";"1055";"_wc_order_attribution_source_type";"typein"
"281";"1055";"_wc_order_attribution_utm_source";"(direct)"
"282";"1055";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"283";"1055";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"284";"1055";"_wc_order_attribution_session_pages";"70"
"285";"1055";"_wc_order_attribution_session_count";"6"
"286";"1055";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"287";"1055";"_wc_order_attribution_device_type";"Desktop"
"288";"1056";"is_vat_exempt";"no"
"289";"1056";"_billing_address_index";"Lorens McIlvoray  jalan ayam  Pontianak KB 78118 ID lmcilvoray7@eepurl.com "
"290";"1056";"_shipping_address_index";"Lorens McIlvoray  jalan ayam  Pontianak KB 78118 ID "
"291";"1056";"_wc_order_attribution_source_type";"typein"
"292";"1056";"_wc_order_attribution_utm_source";"(direct)"
"293";"1056";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"294";"1056";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"295";"1056";"_wc_order_attribution_session_pages";"79"
"296";"1056";"_wc_order_attribution_session_count";"6"
"297";"1056";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"298";"1056";"_wc_order_attribution_device_type";"Desktop"
"299";"1057";"is_vat_exempt";"no"
"300";"1057";"_billing_address_index";"Hinda Kemston  jalan gatau  Pontianak KB 78119 ID hkemston8@deviantart.com "
"301";"1057";"_shipping_address_index";"Hinda Kemston  jalan gatau  Pontianak KB 78119 ID "
"302";"1057";"_wc_order_attribution_source_type";"typein"
"303";"1057";"_wc_order_attribution_utm_source";"(direct)"
"304";"1057";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"305";"1057";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"306";"1057";"_wc_order_attribution_session_pages";"88"
"307";"1057";"_wc_order_attribution_session_count";"6"
"308";"1057";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"309";"1057";"_wc_order_attribution_device_type";"Desktop"
"310";"1058";"is_vat_exempt";"no"
"311";"1058";"_billing_address_index";"Dinnie Tambling  jalan jalan ya  Pontianak KB 78110 ID dtambling9@over-blog.com "
"312";"1058";"_shipping_address_index";"Dinnie Tambling  jalan jalan ya  Pontianak KB 78110 ID "
"313";"1058";"_wc_order_attribution_source_type";"typein"
"314";"1058";"_wc_order_attribution_utm_source";"(direct)"
"315";"1058";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"316";"1058";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"317";"1058";"_wc_order_attribution_session_pages";"96"
"318";"1058";"_wc_order_attribution_session_count";"6"
"319";"1058";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"320";"1058";"_wc_order_attribution_device_type";"Desktop"
"321";"1059";"is_vat_exempt";"no"
"322";"1059";"_billing_address_index";"Omero Bockh  jalan yayaya  Pontianak KB 71110 ID obockha@msn.com "
"323";"1059";"_shipping_address_index";"Omero Bockh  jalan yayaya  Pontianak KB 71110 ID "
"324";"1059";"_wc_order_attribution_source_type";"typein"
"325";"1059";"_wc_order_attribution_utm_source";"(direct)"
"326";"1059";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"327";"1059";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"328";"1059";"_wc_order_attribution_session_pages";"105"
"329";"1059";"_wc_order_attribution_session_count";"6"
"330";"1059";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"331";"1059";"_wc_order_attribution_device_type";"Desktop"
"332";"1060";"is_vat_exempt";"no"
"333";"1060";"_billing_address_index";"Keefe Dymott  jalan maukemana  Pontianak KB 72110 ID kdymottb@chicagotribune.com "
"334";"1060";"_shipping_address_index";"Keefe Dymott  jalan maukemana  Pontianak KB 72110 ID "
"335";"1060";"_wc_order_attribution_source_type";"typein"
"336";"1060";"_wc_order_attribution_utm_source";"(direct)"
"337";"1060";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"338";"1060";"_wc_order_attribution_session_start_time";"2025-05-07 08:05:43"
"339";"1060";"_wc_order_attribution_session_pages";"112"
"340";"1060";"_wc_order_attribution_session_count";"6"
"341";"1060";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"342";"1060";"_wc_order_attribution_device_type";"Desktop"
"343";"1068";"is_vat_exempt";"no"
"344";"1068";"_billing_address_index";"Davine Grindley  Jl. Kenanga No. 123, Blok B  Bandung JB 40123 ID dgrindley20@usatoday.com "
"345";"1068";"_shipping_address_index";"Davine Grindley  Jl. Kenanga No. 123, Blok B  Bandung JB 40123 ID "
"346";"1068";"_wc_order_attribution_source_type";"typein"
"347";"1068";"_wc_order_attribution_utm_source";"(direct)"
"348";"1068";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"349";"1068";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"350";"1068";"_wc_order_attribution_session_pages";"10"
"351";"1068";"_wc_order_attribution_session_count";"1"
"352";"1068";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"353";"1068";"_wc_order_attribution_device_type";"Desktop"
"354";"1069";"is_vat_exempt";"no"
"355";"1069";"_billing_address_index";"Natividad Cloake  Jl. Melati No. 45 RT 02 RW 04  Yogyakarta YO 55281 ID ncloake21@sakura.ne.jp "
"356";"1069";"_shipping_address_index";"Natividad Cloake  Jl. Melati No. 45 RT 02 RW 04  Yogyakarta YO 55281 ID "
"357";"1069";"_wc_order_attribution_source_type";"typein"
"358";"1069";"_wc_order_attribution_utm_source";"(direct)"
"359";"1069";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"360";"1069";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"361";"1069";"_wc_order_attribution_session_pages";"27"
"362";"1069";"_wc_order_attribution_session_count";"1"
"363";"1069";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"364";"1069";"_wc_order_attribution_device_type";"Desktop"
"365";"1070";"is_vat_exempt";"no"
"366";"1070";"_billing_address_index";"Skelly Gallegos  Jl. Merdeka Barat No. 10  Jakarta Pusat JK 10110 ID sgallegos22@godaddy.com "
"367";"1070";"_shipping_address_index";"Skelly Gallegos  Jl. Merdeka Barat No. 10  Jakarta Pusat JK 10110 ID "
"368";"1070";"_wc_order_attribution_source_type";"typein"
"369";"1070";"_wc_order_attribution_utm_source";"(direct)"
"370";"1070";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"371";"1070";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"372";"1070";"_wc_order_attribution_session_pages";"37"
"373";"1070";"_wc_order_attribution_session_count";"1"
"374";"1070";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"375";"1070";"_wc_order_attribution_device_type";"Desktop"
"376";"1071";"is_vat_exempt";"no"
"377";"1071";"_billing_address_index";"Randi Whatham  Perumahan Griya Asri Blok D3 No. 12  Bekasi JB 17145 ID rwhatham23@ted.com "
"378";"1071";"_shipping_address_index";"Randi Whatham  Perumahan Griya Asri Blok D3 No. 12  Bekasi JB 17145 ID "
"379";"1071";"_wc_order_attribution_source_type";"typein"
"380";"1071";"_wc_order_attribution_utm_source";"(direct)"
"381";"1071";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"382";"1071";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"383";"1071";"_wc_order_attribution_session_pages";"46"
"384";"1071";"_wc_order_attribution_session_count";"1"
"385";"1071";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"386";"1071";"_wc_order_attribution_device_type";"Desktop"
"387";"1072";"is_vat_exempt";"no"
"388";"1072";"_billing_address_index";"Swen Wittman  Jl. Diponegoro No. 88  Surabaya JI 602665 ID swittman24@aol.com "
"389";"1072";"_shipping_address_index";"Swen Wittman  Jl. Diponegoro No. 88  Surabaya JI 602665 ID "
"390";"1072";"_wc_order_attribution_source_type";"typein"
"391";"1072";"_wc_order_attribution_utm_source";"(direct)"
"392";"1072";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"393";"1072";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"394";"1072";"_wc_order_attribution_session_pages";"56"
"395";"1072";"_wc_order_attribution_session_count";"1"
"396";"1072";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"397";"1072";"_wc_order_attribution_device_type";"Desktop"
"398";"1073";"is_vat_exempt";"no"
"399";"1073";"_billing_address_index";"Ambrosius Beall  Komplek Anggrek Lestari Blok A No. 7  Medan SU 201551 ID abeall25@mtv.com "
"400";"1073";"_shipping_address_index";"Ambrosius Beall  Komplek Anggrek Lestari Blok A No. 7  Medan SU 201551 ID "
"401";"1073";"_wc_order_attribution_source_type";"typein"
"402";"1073";"_wc_order_attribution_utm_source";"(direct)"
"403";"1073";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"404";"1073";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"405";"1073";"_wc_order_attribution_session_pages";"65"
"406";"1073";"_wc_order_attribution_session_count";"1"
"407";"1073";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"408";"1073";"_wc_order_attribution_device_type";"Desktop"
"409";"1074";"is_vat_exempt";"no"
"410";"1074";"_billing_address_index";"Liza Gambell  Jl. Kamboja No. 22  Semarang JT 50145 ID lgambell26@nih.gov "
"411";"1074";"_shipping_address_index";"Liza Gambell  Jl. Kamboja No. 22  Semarang JT 50145 ID "
"412";"1074";"_wc_order_attribution_source_type";"typein"
"413";"1074";"_wc_order_attribution_utm_source";"(direct)"
"414";"1074";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
