"id";"status";"currency";"type";"tax_amount";"total_amount";"customer_id";"billing_email";"date_created_gmt";"date_updated_gmt";"parent_order_id";"payment_method";"payment_method_title";"transaction_id";"ip_address";"user_agent";"customer_note"
"1047";"wc-processing";"IDR";"shop_order";"0,00000000";"329000,00000000";"73";"slangtryz@indiegogo.com";"2025-05-08 23:30:49";"2025-05-08 23:30:50";"0";"cod";"Cash on delivery";"";"118.99.118.196";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1049";"wc-processing";"IDR";"shop_order";"0,00000000";"550000,00000000";"23";"wbuchanan0@reference.com";"2025-05-09 14:08:55";"2025-05-09 14:08:56";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1050";"wc-processing";"IDR";"shop_order";"0,00000000";"44900,00000000";"28";"acockin1@noaa.gov";"2025-05-09 14:14:17";"2025-05-09 14:14:18";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1051";"wc-processing";"IDR";"shop_order";"0,00000000";"62700,00000000";"31";"rleng2@accuweather.com";"2025-05-09 14:17:37";"2025-05-09 14:17:38";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1052";"wc-processing";"IDR";"shop_order";"0,00000000";"52000,00000000";"34";"kziehms3@msn.com";"2025-05-09 14:20:17";"2025-05-09 14:20:18";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1053";"wc-processing";"IDR";"shop_order";"0,00000000";"86601,00000000";"39";"bbeckinsale4@vinaora.com";"2025-05-09 14:23:08";"2025-05-09 14:23:09";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1054";"wc-processing";"IDR";"shop_order";"0,00000000";"57100,00000000";"40";"rpascho5@jigsy.com";"2025-05-09 14:26:15";"2025-05-09 14:26:16";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1055";"wc-processing";"IDR";"shop_order";"0,00000000";"139000,00000000";"42";"nbaudassi6@virginia.edu";"2025-05-09 14:28:54";"2025-05-09 14:28:55";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1056";"wc-processing";"IDR";"shop_order";"0,00000000";"137750,00000000";"44";"lmcilvoray7@eepurl.com";"2025-05-09 14:31:28";"2025-05-09 14:31:29";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1057";"wc-processing";"IDR";"shop_order";"0,00000000";"129000,00000000";"45";"hkemston8@deviantart.com";"2025-05-09 14:34:08";"2025-05-09 14:34:08";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1058";"wc-processing";"IDR";"shop_order";"0,00000000";"121000,00000000";"46";"dtambling9@over-blog.com";"2025-05-09 14:36:31";"2025-05-09 14:36:32";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1059";"wc-processing";"IDR";"shop_order";"0,00000000";"164000,00000000";"50";"obockha@msn.com";"2025-05-09 14:39:27";"2025-05-09 14:39:28";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1060";"wc-processing";"IDR";"shop_order";"0,00000000";"55000,00000000";"52";"kdymottb@chicagotribune.com";"2025-05-09 14:41:49";"2025-05-09 14:41:50";"0";"cod";"Cash on delivery";"";"114.10.137.72";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1068";"wc-processing";"IDR";"shop_order";"0,00000000";"151900,00000000";"14";"dgrindley20@usatoday.com";"2025-05-09 15:25:46";"2025-05-09 15:25:46";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1069";"wc-processing";"IDR";"shop_order";"0,00000000";"329000,00000000";"16";"ncloake21@sakura.ne.jp";"2025-05-09 15:34:35";"2025-05-09 15:34:36";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1070";"wc-processing";"IDR";"shop_order";"0,00000000";"20580,00000000";"21";"sgallegos22@godaddy.com";"2025-05-09 15:37:30";"2025-05-09 15:37:31";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1071";"wc-processing";"IDR";"shop_order";"0,00000000";"780000,00000000";"24";"rwhatham23@ted.com";"2025-05-09 15:39:17";"2025-05-09 15:39:17";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1072";"wc-processing";"IDR";"shop_order";"0,00000000";"1150000,00000000";"27";"swittman24@aol.com";"2025-05-09 15:41:10";"2025-05-09 15:41:10";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1073";"wc-processing";"IDR";"shop_order";"0,00000000";"160000,00000000";"29";"abeall25@mtv.com";"2025-05-09 15:42:53";"2025-05-09 15:42:54";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1074";"wc-processing";"IDR";"shop_order";"0,00000000";"379000,00000000";"30";"lgambell26@nih.gov";"2025-05-09 15:44:29";"2025-05-09 15:44:29";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1075";"wc-processing";"IDR";"shop_order";"0,00000000";"55000,00000000";"32";"dbrideaux27@mit.edu";"2025-05-09 15:46:05";"2025-05-09 15:46:06";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1076";"wc-processing";"IDR";"shop_order";"0,00000000";"159000,00000000";"33";"sschapiro28@amazon.com";"2025-05-09 15:48:01";"2025-05-09 15:48:02";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1077";"wc-processing";"IDR";"shop_order";"0,00000000";"30500,00000000";"35";"bochterlony29@amazon.com";"2025-05-09 15:49:50";"2025-05-09 15:49:50";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1078";"wc-processing";"IDR";"shop_order";"0,00000000";"149000,00000000";"37";"curvoy2a@ezinearticles.com";"2025-05-09 15:51:23";"2025-05-09 15:51:23";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1079";"wc-processing";"IDR";"shop_order";"0,00000000";"700000,00000000";"38";"vprozescky2b@toplist.cz";"2025-05-09 15:53:50";"2025-05-09 15:53:51";"0";"cod";"Cash on delivery";"";"118.99.64.211";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1081";"wc-processing";"IDR";"shop_order";"0,00000000";"499000,00000000";"20";"aaguilar2d@vkontakte.ru";"2025-05-09 16:31:12";"2025-05-09 16:31:13";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1082";"wc-processing";"IDR";"shop_order";"0,00000000";"473000,00000000";"22";"hswanborrow2e@weather.com";"2025-05-09 16:34:01";"2025-05-09 16:34:02";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1083";"wc-processing";"IDR";"shop_order";"0,00000000";"449000,00000000";"26";"ccothey2f@smugmug.com";"2025-05-09 16:38:41";"2025-05-09 16:38:41";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1084";"wc-processing";"IDR";"shop_order";"0,00000000";"179000,00000000";"41";"vbohills2g@amazon.com";"2025-05-09 16:48:14";"2025-05-09 16:48:15";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1085";"wc-processing";"IDR";"shop_order";"0,00000000";"749000,00000000";"43";"rengelbrecht2h@drupal.org";"2025-05-09 16:50:32";"2025-05-09 16:50:32";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1086";"wc-processing";"IDR";"shop_order";"0,00000000";"381000,00000000";"47";"ndealey2i@odnoklassniki.ru";"2025-05-09 16:53:57";"2025-05-09 16:53:57";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1087";"wc-processing";"IDR";"shop_order";"0,00000000";"779000,00000000";"49";"czanini2j@berkeley.edu";"2025-05-09 16:55:54";"2025-05-09 16:55:54";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1088";"wc-processing";"IDR";"shop_order";"0,00000000";"408114,00000000";"51";"aallibon2k@bing.com";"2025-05-09 16:59:00";"2025-05-09 16:59:01";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1089";"wc-processing";"IDR";"shop_order";"0,00000000";"75325,00000000";"86";"kixer1o@senate.gov";"2025-05-09 17:00:25";"2025-05-09 17:00:25";"0";"cod";"Cash on delivery";"";"103.3.221.19";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1090";"wc-processing";"IDR";"shop_order";"0,00000000";"169000,00000000";"54";"mollier2l@sitemeter.com";"2025-05-09 17:01:14";"2025-05-09 17:01:14";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1091";"wc-processing";"IDR";"shop_order";"0,00000000";"329000,00000000";"56";"hbowkett2m@gravatar.com";"2025-05-09 17:02:46";"2025-05-09 17:02:48";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1092";"wc-processing";"IDR";"shop_order";"0,00000000";"550000,00000000";"58";"edacosta2n@acquirethisname.com";"2025-05-09 17:04:14";"2025-05-09 17:04:15";"0";"cod";"Cash on delivery";"";"180.242.232.29";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1093";"wc-processing";"IDR";"shop_order";"0,00000000";"55000,00000000";"87";"tandrioli1p@google.es";"2025-05-09 17:28:14";"2025-05-09 17:28:15";"0";"cod";"Cash on delivery";"";"103.3.221.19";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1094";"wc-processing";"IDR";"shop_order";"0,00000000";"119000,00000000";"88";"wdat1q@home.pl";"2025-05-09 17:33:43";"2025-05-09 17:33:43";"0";"cod";"Cash on delivery";"";"103.3.221.19";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1095";"wc-processing";"IDR";"shop_order";"0,00000000";"160000,00000000";"89";"gdyka1r@columbia.edu";"2025-05-09 17:38:08";"2025-05-09 17:38:09";"0";"cod";"Cash on delivery";"";"103.3.221.19";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1096";"wc-processing";"IDR";"shop_order";"0,00000000";"209000,00000000";"90";"vwedge1s@typepad.com";"2025-05-09 17:42:15";"2025-05-09 17:42:15";"0";"cod";"Cash on delivery";"";"103.3.221.19";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1100";"wc-processing";"IDR";"shop_order";"0,00000000";"729019,00000000";"15";"oologanc@imgur.com";"2025-05-10 04:02:09";"2025-05-10 04:02:10";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1102";"wc-processing";"IDR";"shop_order";"0,00000000";"650400,00000000";"19";"jmanniee@google.com.au";"2025-05-10 04:13:21";"2025-05-10 04:13:21";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1103";"wc-on-hold";"IDR";"shop_order";"0,00000000";"870019,00000000";"25";"kcalenderf@shinystat.com";"2025-05-10 04:15:20";"2025-05-10 04:15:21";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1104";"wc-processing";"IDR";"shop_order";"0,00000000";"857300,00000000";"36";"fpreshawg@china.com.cn";"2025-05-10 04:17:23";"2025-05-10 04:17:24";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1105";"wc-processing";"IDR";"shop_order";"0,00000000";"657526,00000000";"48";"cclubbh@marketwatch.com";"2025-05-10 04:19:47";"2025-05-10 04:19:48";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1106";"wc-processing";"IDR";"shop_order";"0,00000000";"910800,00000000";"53";"rwinrami@cnn.com";"2025-05-10 04:21:20";"2025-05-10 04:21:21";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1107";"wc-processing";"IDR";"shop_order";"0,00000000";"1455314,00000000";"55";"rplewsj@paypal.com";"2025-05-10 04:23:03";"2025-05-10 04:23:04";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1108";"wc-processing";"IDR";"shop_order";"0,00000000";"399314,00000000";"57";"igrissk@addtoany.com";"2025-05-10 04:26:25";"2025-05-10 04:26:26";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1109";"wc-processing";"IDR";"shop_order";"0,00000000";"1313701,00000000";"59";"rcrownshawl@cnet.com";"2025-05-10 04:34:28";"2025-05-10 04:34:29";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1110";"wc-processing";"IDR";"shop_order";"0,00000000";"1622300,00000000";"60";"mgobolosm@who.int";"2025-05-10 04:42:13";"2025-05-10 04:42:14";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1111";"wc-processing";"IDR";"shop_order";"0,00000000";"1789901,00000000";"61";"narmfieldn@cyberchimps.com";"2025-05-10 04:44:00";"2025-05-10 04:44:01";"0";"cod";"Cash on delivery";"";"103.154.110.177";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1122";"wc-processing";"IDR";"shop_order";"0,00000000";"55000,00000000";"58";"edacosta2n@acquirethisname.com";"2025-05-10 05:59:01";"2025-05-10 05:59:03";"0";"cod";"Cash on delivery";"";"180.243.107.39";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1124";"wc-processing";"IDR";"shop_order";"0,00000000";"200019,00000000";"98";"bmuston2o@altervista.org";"2025-05-10 06:01:07";"2025-05-10 06:01:07";"0";"cod";"Cash on delivery";"";"180.243.107.39";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1126";"wc-processing";"IDR";"shop_order";"0,00000000";"1141000,00000000";"99";"zattarge2p@hostgator.com";"2025-05-10 06:03:14";"2025-05-10 06:03:15";"0";"cod";"Cash on delivery";"";"180.243.107.39";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1129";"wc-processing";"IDR";"shop_order";"0,00000000";"301900,00000000";"100";"cbadwick2q@ox.ac.uk";"2025-05-10 06:04:51";"2025-05-10 06:04:52";"0";"cod";"Cash on delivery";"";"180.243.107.39";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1132";"wc-processing";"IDR";"shop_order";"0,00000000";"751000,00000000";"101";"ckingsnod2r@cnet.com";"2025-05-10 06:06:21";"2025-05-10 06:06:21";"0";"cod";"Cash on delivery";"";"180.243.107.39";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1134";"wc-processing";"IDR";"shop_order";"0,00000000";"186800,00000000";"74";"tloyd10@sogou.com";"2025-05-10 06:06:27";"2025-05-10 06:06:28";"0";"cod";"Cash on delivery";"";"180.242.235.124";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1137";"wc-processing";"IDR";"shop_order";"0,00000000";"126900,00000000";"102";"dleeman0@hatena.ne.jp";"2025-05-10 06:08:56";"2025-05-10 06:08:57";"0";"cod";"Cash on delivery";"";"180.243.107.39";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1138";"wc-processing";"IDR";"shop_order";"0,00000000";"99000,00000000";"75";"tguiraud11@dropbox.com";"2025-05-10 06:11:13";"2025-05-10 06:48:39";"0";"cod";"Cash on delivery";"";"180.242.235.124";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
"1139";"wc-processing";"IDR";"shop_order";"0,00000000";"665000,00000000";"103";"gpesterfield1@prlog.org";"2025-05-10 06:11:41";"2025-05-10 06:11:42";"0";"cod";"Cash on delivery";"";"180.243.107.39";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1141";"wc-processing";"IDR";"shop_order";"0,00000000";"1889000,00000000";"104";"mendean2@w3.org";"2025-05-10 06:14:01";"2025-05-10 06:14:01";"0";"cod";"Cash on delivery";"";"180.243.107.39";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36";""
"1142";"wc-processing";"IDR";"shop_order";"0,00000000";"195000,00000000";"76";"yewenson12@yahoo.co.jp";"2025-05-10 06:14:06";"2025-05-10 06:14:06";"0";"cod";"Cash on delivery";"";"180.242.235.124";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36";""
