"order_id";"order_date";"ip_address";"total_amount";"customer_id";"first_name";"last_name";"email";"country";"city";"state";"order_item_name";"order_item_type";"product_qty"
"1051";"2025-05-09 14:17:37";"114.10.137.72";"62700,00000000";"31";"Nady";"Veel";"nveelx@123-reg.co.uk";"ID";"Jakarta Barat";"JK";"Free shipping";"shipping";"1"
"1052";"2025-05-09 14:20:17";"114.10.137.72";"52000,00000000";"34";"Werner";"Buchanan";"wbuchanan0@reference.com";"ID";"Pontianak";"KB";"Baju Atasan Lengan Pendek Wanita";"line_item";"1"
"1052";"2025-05-09 14:20:17";"114.10.137.72";"52000,00000000";"34";"Werner";"Buchanan";"wbuchanan0@reference.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1053";"2025-05-09 14:23:08";"114.10.137.72";"86601,00000000";"39";"Rollins";"Pascho";"rpascho5@jigsy.com";"ID";"Pontianak";"KB";"Celana korduroi pinggang tinggi";"line_item";"1"
"1053";"2025-05-09 14:23:08";"114.10.137.72";"86601,00000000";"39";"Rollins";"Pascho";"rpascho5@jigsy.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1054";"2025-05-09 14:26:15";"114.10.137.72";"57100,00000000";"40";"Nada";"Baudassi";"nbaudassi6@virginia.edu";"ID";"Pontianak";"KB";"Celana Kulot Uniqllo Pants";"line_item";"1"
"1054";"2025-05-09 14:26:15";"114.10.137.72";"57100,00000000";"40";"Nada";"Baudassi";"nbaudassi6@virginia.edu";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1055";"2025-05-09 14:28:54";"114.10.137.72";"139000,00000000";"42";"Hinda";"Kemston";"hkemston8@deviantart.com";"ID";"Pontianak";"KB";"Celana Panjang Highwaist Wanita";"line_item";"1"
"1055";"2025-05-09 14:28:54";"114.10.137.72";"139000,00000000";"42";"Hinda";"Kemston";"hkemston8@deviantart.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1056";"2025-05-09 14:31:28";"114.10.137.72";"137750,00000000";"44";"Omero";"Bockh";"obockha@msn.com";"ID";"Pontianak";"KB";"Jaket Baseball Fleece Big Size";"line_item";"1"
"1056";"2025-05-09 14:31:28";"114.10.137.72";"137750,00000000";"44";"Omero";"Bockh";"obockha@msn.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1057";"2025-05-09 14:34:08";"114.10.137.72";"129000,00000000";"45";"Keefe";"Dymott";"kdymottb@chicagotribune.com";"ID";"Pontianak";"KB";"Jaket Jeans Wanita";"line_item";"1"
"1057";"2025-05-09 14:34:08";"114.10.137.72";"129000,00000000";"45";"Keefe";"Dymott";"kdymottb@chicagotribune.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1058";"2025-05-09 14:36:31";"114.10.137.72";"121000,00000000";"46";"Ruthi";"Hulse";"rhulse2c@typepad.com";"ID";"Jakarta Selatan";"JK";"Jaket Wanita Parasut Kekinian Zipper Anti Air Angin Windbreaker Motor Waterproof Windproof";"line_item";"1"
"1058";"2025-05-09 14:36:31";"114.10.137.72";"121000,00000000";"46";"Ruthi";"Hulse";"rhulse2c@typepad.com";"ID";"Jakarta Selatan";"JK";"Free shipping";"shipping";"1"
"1059";"2025-05-09 14:39:27";"114.10.137.72";"164000,00000000";"50";"Valery";"Bohills";"vbohills2g@amazon.com";"ID";"Pontianak";"KB";"MOSSDOOM Tas Wanita Kattie Bag Slingbag";"line_item";"1"
"1059";"2025-05-09 14:39:27";"114.10.137.72";"164000,00000000";"50";"Valery";"Bohills";"vbohills2g@amazon.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1060";"2025-05-09 14:41:49";"114.10.137.72";"55000,00000000";"52";"Noreen";"Dealey";"ndealey2i@odnoklassniki.ru";"ID";"Bandung";"JB";"Atasan Knit Wanita";"line_item";"1"
"1060";"2025-05-09 14:41:49";"114.10.137.72";"55000,00000000";"52";"Noreen";"Dealey";"ndealey2i@odnoklassniki.ru";"ID";"Bandung";"JB";"Free shipping";"shipping";"1"
"1068";"2025-05-09 15:25:46";"118.99.64.211";"151900,00000000";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"ID";"Kota Pontianak";"KB";"URBAN&CO BASIC Sandal Wanita Sendal Teplek Casual - Demi";"line_item";"1"
"1068";"2025-05-09 15:25:46";"118.99.64.211";"151900,00000000";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"ID";"Kota Pontianak";"KB";"Free shipping";"shipping";"1"
"1069";"2025-05-09 15:34:35";"118.99.64.211";"329000,00000000";"16";"Ambrosius";"Beall";"abeall25@mtv.com";"ID";"Medan";"SU";"This Is April Atasan Kemeja Lengan Panjang";"line_item";"1"
"1069";"2025-05-09 15:34:35";"118.99.64.211";"329000,00000000";"16";"Ambrosius";"Beall";"abeall25@mtv.com";"ID";"Medan";"SU";"Free shipping";"shipping";"1"
"1070";"2025-05-09 15:37:30";"118.99.64.211";"20580,00000000";"21";"Dimitry";"Fasset";"dfassety@unicef.org";"ID";"Kota Jakarta";"JK";"Oversize tshirt Wanita";"line_item";"1"
"1070";"2025-05-09 15:37:30";"118.99.64.211";"20580,00000000";"21";"Dimitry";"Fasset";"dfassety@unicef.org";"ID";"Kota Jakarta";"JK";"Free shipping";"shipping";"1"
"1071";"2025-05-09 15:39:17";"118.99.64.211";"780000,00000000";"24";"Eberto";"Nern";"enernp@weibo.com";"ID";"Pontianak";"KB";"Compass Velocity Black";"line_item";"1"
"1071";"2025-05-09 15:39:17";"118.99.64.211";"780000,00000000";"24";"Eberto";"Nern";"enernp@weibo.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1072";"2025-05-09 15:41:10";"118.99.64.211";"1150000,00000000";"27";"Angelique";"Brosius";"abrosiust@sun.com";"ID";"Singkawang";"KB";"Structured Ball Cap Cream";"line_item";"1"
"1072";"2025-05-09 15:41:10";"118.99.64.211";"1150000,00000000";"27";"Angelique";"Brosius";"abrosiust@sun.com";"ID";"Singkawang";"KB";"Free shipping";"shipping";"1"
"1073";"2025-05-09 15:42:53";"118.99.64.211";"160000,00000000";"29";"Lenna";"Seagrove";"lseagrovev@usa.gov";"ID";"Kota Mempawah";"KB";"Lafiye Skiv Rou Scarf";"line_item";"1"
"1073";"2025-05-09 15:42:53";"118.99.64.211";"160000,00000000";"29";"Lenna";"Seagrove";"lseagrovev@usa.gov";"ID";"Kota Mempawah";"KB";"Free shipping";"shipping";"1"
"1074";"2025-05-09 15:44:29";"118.99.64.211";"379000,00000000";"30";"Estelle";"Pieroni";"epieroniw@blogs.com";"ID";"Kota Pontianak";"KB";"This Is April Rok Midi Crochet Wanita";"line_item";"1"
"1074";"2025-05-09 15:44:29";"118.99.64.211";"379000,00000000";"30";"Estelle";"Pieroni";"epieroniw@blogs.com";"ID";"Kota Pontianak";"KB";"Free shipping";"shipping";"1"
"1075";"2025-05-09 15:46:05";"118.99.64.211";"55000,00000000";"32";"Susann";"Langtry";"slangtryz@indiegogo.com";"ID";"Kota Singkawang";"KB";"Atasan Knit Wanita";"line_item";"1"
"1075";"2025-05-09 15:46:05";"118.99.64.211";"55000,00000000";"32";"Susann";"Langtry";"slangtryz@indiegogo.com";"ID";"Kota Singkawang";"KB";"Free shipping";"shipping";"1"
"1076";"2025-05-09 15:48:01";"118.99.64.211";"159000,00000000";"33";"Tobiah";"Loyd";"tloyd10@sogou.com";"ID";"Yogyakarta";"YO";"Wispie Money Magnet Fitted Shirt";"line_item";"1"
"1076";"2025-05-09 15:48:01";"118.99.64.211";"159000,00000000";"33";"Tobiah";"Loyd";"tloyd10@sogou.com";"ID";"Yogyakarta";"YO";"Free shipping";"shipping";"1"
"1077";"2025-05-09 15:49:50";"118.99.64.211";"30500,00000000";"35";"Abagael";"Cockin";"acockin1@noaa.gov";"ID";"Pontianak";"KB";"Celana Pendek Anak Polos fashion Santai";"line_item";"1"
"1077";"2025-05-09 15:49:50";"118.99.64.211";"30500,00000000";"35";"Abagael";"Cockin";"acockin1@noaa.gov";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1078";"2025-05-09 15:51:23";"118.99.64.211";"149000,00000000";"37";"Kelcey";"Ziehms";"kziehms3@msn.com";"ID";"Pontianak";"KB";"Zipper Hoodie Dewasa Polos";"line_item";"1"
"1078";"2025-05-09 15:51:23";"118.99.64.211";"149000,00000000";"37";"Kelcey";"Ziehms";"kziehms3@msn.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1079";"2025-05-09 15:53:50";"118.99.64.211";"700000,00000000";"38";"Beryl";"Beckinsale";"bbeckinsale4@vinaora.com";"ID";"Pontianak";"KB";"BAGSMART Travel Toiletry Bag";"line_item";"2"
"1079";"2025-05-09 15:53:50";"118.99.64.211";"700000,00000000";"38";"Beryl";"Beckinsale";"bbeckinsale4@vinaora.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"2"
"1081";"2025-05-09 16:31:12";"180.242.232.29";"499000,00000000";"20";"Roma";"Langfat";"rlangfatq@istockphoto.com";"ID";"Kota Singkawang";"KB";"LOOKBOUTIQUESTORE - Glyn Lace Shirt";"line_item";"1"
"1081";"2025-05-09 16:31:12";"180.242.232.29";"499000,00000000";"20";"Roma";"Langfat";"rlangfatq@istockphoto.com";"ID";"Kota Singkawang";"KB";"Free shipping";"shipping";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Kaos Wanita Oversize";"line_item";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Zerotwentytwo T-Shirt Danane Raquat White | Kaos Pria Parodi Plesetan Lucu";"line_item";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"line_item";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Free shipping";"shipping";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Kaos Wanita Oversize";"line_item";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Zerotwentytwo T-Shirt Danane Raquat White | Kaos Pria Parodi Plesetan Lucu";"line_item";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"line_item";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Free shipping";"shipping";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Kaos Wanita Oversize";"line_item";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Zerotwentytwo T-Shirt Danane Raquat White | Kaos Pria Parodi Plesetan Lucu";"line_item";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"line_item";"1"
"1082";"2025-05-09 16:34:01";"180.242.232.29";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Free shipping";"shipping";"1"
"1083";"2025-05-09 16:38:41";"180.242.232.29";"449000,00000000";"26";"Giuseppe";"Gerard";"ggerards@instagram.com";"ID";"Kabupaten Sintang";"KB";"Jam Tangan Wanita Casio General LTP-V007L-7B1 Tank Silver Dial Black Leather Band";"line_item";"1"
"1083";"2025-05-09 16:38:41";"180.242.232.29";"449000,00000000";"26";"Giuseppe";"Gerard";"ggerards@instagram.com";"ID";"Kabupaten Sintang";"KB";"Free shipping";"shipping";"1"
"1084";"2025-05-09 16:48:14";"180.242.232.29";"179000,00000000";"41";"Lorens";"McIlvoray";"lmcilvoray7@eepurl.com";"ID";"Pontianak";"KB";"AGE FREE Tya Bag Mini Sling Bag";"line_item";"1"
"1084";"2025-05-09 16:48:14";"180.242.232.29";"179000,00000000";"41";"Lorens";"McIlvoray";"lmcilvoray7@eepurl.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1085";"2025-05-09 16:50:32";"180.242.232.29";"749000,00000000";"43";"Dinnie";"Tambling";"dtambling9@over-blog.com";"ID";"Pontianak";"KB";"Jam Tangan Pria Kulit";"line_item";"1"
"1085";"2025-05-09 16:50:32";"180.242.232.29";"749000,00000000";"43";"Dinnie";"Tambling";"dtambling9@over-blog.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"1086";"2025-05-09 16:53:57";"180.242.232.29";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Sweater Hoodie Pria Oldskull Misty";"line_item";"1"
"1086";"2025-05-09 16:53:57";"180.242.232.29";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Sweater New Suls";"line_item";"1"
"1086";"2025-05-09 16:53:57";"180.242.232.29";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Free shipping";"shipping";"1"
"1086";"2025-05-09 16:53:57";"180.242.232.29";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Sweater Hoodie Pria Oldskull Misty";"line_item";"1"
"1086";"2025-05-09 16:53:57";"180.242.232.29";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Sweater New Suls";"line_item";"1"
"1086";"2025-05-09 16:53:57";"180.242.232.29";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Free shipping";"shipping";"1"
"1087";"2025-05-09 16:55:54";"180.242.232.29";"779000,00000000";"49";"Catherin";"Cothey";"ccothey2f@smugmug.com";"ID";"Jakarta Selatan";"JK";"Onitsuka original mexico 66 ultimate 81 ex cream grey yellow";"line_item";"1"
"1087";"2025-05-09 16:55:54";"180.242.232.29";"779000,00000000";"49";"Catherin";"Cothey";"ccothey2f@smugmug.com";"ID";"Jakarta Selatan";"JK";"Free shipping";"shipping";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Baju Kemeja Hawaiian Pantai Anak Unisex";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"MaruKids - Dexter Shirt";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Varsity Hoodie Kupluk BEAR X Anak";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Baju Kaos Roblox anak Laki-laki cowok";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Celana Pendek Anak Polos fashion Santai";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Free shipping";"shipping";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Baju Kemeja Hawaiian Pantai Anak Unisex";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"MaruKids - Dexter Shirt";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Varsity Hoodie Kupluk BEAR X Anak";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Baju Kaos Roblox anak Laki-laki cowok";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Celana Pendek Anak Polos fashion Santai";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Free shipping";"shipping";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Baju Kemeja Hawaiian Pantai Anak Unisex";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"MaruKids - Dexter Shirt";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Varsity Hoodie Kupluk BEAR X Anak";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Baju Kaos Roblox anak Laki-laki cowok";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Celana Pendek Anak Polos fashion Santai";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Free shipping";"shipping";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Baju Kemeja Hawaiian Pantai Anak Unisex";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"MaruKids - Dexter Shirt";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Varsity Hoodie Kupluk BEAR X Anak";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Baju Kaos Roblox anak Laki-laki cowok";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Celana Pendek Anak Polos fashion Santai";"line_item";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Free shipping";"shipping";"1"
"1088";"2025-05-09 16:59:00";"180.242.232.29";"408114,00000000";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"Baju Kemeja Hawaiian Pantai Anak Unisex";"line_item";"1"
