"order_id";"order_date";"total_amount";"product_id";"order_item_name";"total_sales";"order_item_type";"product_qty";"product_net_revenue";"shipping_amount";"customer_id";"first_name";"last_name";"email";"country";"city";"state";"sku";"average_rating"
"1046";"2025-05-08 23:28:35";"44900,00000000";"983";"ORO PANTS";"4";"line_item";"1";"44900";"0";"21";"Dimitry";"Fasset";"dfassety@unicef.org";"ID";"Kota Jakarta";"JK";"";"0,00"
"1047";"2025-05-08 23:30:49";"329000,00000000";"1020";"This Is April Atasan Kemeja Lengan Panjang";"8";"line_item";"1";"329000";"0";"32";"Susann";"Langtry";"slangtryz@indiegogo.com";"ID";"Kota Singkawang";"KB";"";"0,00"
"1049";"2025-05-09 14:08:55";"550000,00000000";"1019";"AMOENE [MADE] Long Strap Dress Navy";"8";"line_item";"1";"550000";"0";"34";"Werner";"Buchanan";"wbuchanan0@reference.com";"ID";"Pontianak";"KB";"";"0,00"
"1050";"2025-05-09 14:14:17";"44900,00000000";"983";"ORO PANTS";"4";"line_item";"1";"44900";"0";"35";"Abagael";"Cockin";"acockin1@noaa.gov";"ID";"Pontianak";"KB";"";"0,00"
"1051";"2025-05-09 14:17:37";"62700,00000000";"565";"Atasan Basic Wanita";"2";"line_item";"1";"62700";"0";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"";"0,00"
"1052";"2025-05-09 14:20:17";"52000,00000000";"586";"Baju Atasan Lengan Pendek Wanita";"3";"line_item";"1";"52000";"0";"37";"Kelcey";"Ziehms";"kziehms3@msn.com";"ID";"Pontianak";"KB";"";"0,00"
"1053";"2025-05-09 14:23:08";"86601,00000000";"954";"Celana korduroi pinggang tinggi";"3";"line_item";"1";"86601";"0";"38";"Beryl";"Beckinsale";"bbeckinsale4@vinaora.com";"ID";"Pontianak";"KB";"";"0,00"
"1054";"2025-05-09 14:26:15";"57100,00000000";"966";"Celana Kulot Uniqllo Pants";"3";"line_item";"1";"57100";"0";"39";"Rollins";"Pascho";"rpascho5@jigsy.com";"ID";"Pontianak";"KB";"";"0,00"
"1055";"2025-05-09 14:28:54";"139000,00000000";"975";"Celana Panjang Highwaist Wanita";"2";"line_item";"1";"139000";"0";"40";"Nada";"Baudassi";"nbaudassi6@virginia.edu";"ID";"Pontianak";"KB";"";"0,00"
"1056";"2025-05-09 14:31:28";"137750,00000000";"602";"Jaket Baseball Fleece Big Size";"2";"line_item";"1";"137750";"0";"41";"Lorens";"McIlvoray";"lmcilvoray7@eepurl.com";"ID";"Pontianak";"KB";"";"0,00"
"1057";"2025-05-09 14:34:08";"129000,00000000";"590";"Jaket Jeans Wanita";"3";"line_item";"1";"129000";"0";"42";"Hinda";"Kemston";"hkemston8@deviantart.com";"ID";"Pontianak";"KB";"";"0,00"
"1058";"2025-05-09 14:36:31";"121000,00000000";"613";"Jaket Wanita Parasut Kekinian Zipper Anti Air Angin Windbreaker Motor Waterproof Windproof";"1";"line_item";"1";"121000";"0";"43";"Dinnie";"Tambling";"dtambling9@over-blog.com";"ID";"Pontianak";"KB";"";"0,00"
"1059";"2025-05-09 14:39:27";"164000,00000000";"990";"MOSSDOOM Tas Wanita Kattie Bag Slingbag";"1";"line_item";"1";"164000";"0";"44";"Omero";"Bockh";"obockha@msn.com";"ID";"Pontianak";"KB";"";"0,00"
"1060";"2025-05-09 14:41:49";"55000,00000000";"580";"Atasan Knit Wanita";"10";"line_item";"1";"55000";"0";"45";"Keefe";"Dymott";"kdymottb@chicagotribune.com";"ID";"Pontianak";"KB";"";"0,00"
"1068";"2025-05-09 15:25:46";"151900,00000000";"856";"URBAN&CO BASIC Sandal Wanita Sendal Teplek Casual - Demi";"3";"line_item";"1";"151900";"0";"5";"Davine";"Grindley";"dgrindley20@usatoday.com";"ID";"Bandung";"JB";"";"0,00"
"1069";"2025-05-09 15:34:35";"329000,00000000";"1020";"This Is April Atasan Kemeja Lengan Panjang";"8";"line_item";"1";"329000";"0";"6";"Natividad";"Cloake";"ncloake21@sakura.ne.jp";"ID";"Yogyakarta";"YO";"";"0,00"
"1070";"2025-05-09 15:37:30";"20580,00000000";"527";"Oversize tshirt Wanita";"3";"line_item";"1";"20580";"0";"7";"Skelly";"Gallegos";"sgallegos22@godaddy.com";"ID";"Jakarta Pusat";"JK";"";"0,00"
"1071";"2025-05-09 15:39:17";"780000,00000000";"706";"Compass Velocity Black";"4";"line_item";"1";"780000";"0";"8";"Randi";"Whatham";"rwhatham23@ted.com";"ID";"Bekasi";"JB";"";"0,00"
"1072";"2025-05-09 15:41:10";"1150000,00000000";"702";"Structured Ball Cap Cream";"3";"line_item";"1";"1150000";"0";"23";"Swen";"Wittman";"swittman24@aol.com";"ID";"Surabaya";"JI";"";"0,00"
"1073";"2025-05-09 15:42:53";"160000,00000000";"609";"Lafiye Skiv Rou Scarf";"2";"line_item";"1";"160000";"0";"16";"Ambrosius";"Beall";"abeall25@mtv.com";"ID";"Medan";"SU";"";"0,00"
"1074";"2025-05-09 15:44:29";"379000,00000000";"1002";"This Is April Rok Midi Crochet Wanita";"7";"line_item";"1";"379000";"0";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"";"0,00"
"1075";"2025-05-09 15:46:05";"55000,00000000";"580";"Atasan Knit Wanita";"10";"line_item";"1";"55000";"0";"15";"Danyelle";"Brideaux";"dbrideaux27@mit.edu";"ID";"Depok";"JB";"";"0,00"
"1076";"2025-05-09 15:48:01";"159000,00000000";"978";"Wispie Money Magnet Fitted Shirt";"2";"line_item";"1";"159000";"0";"10";"Stillman";"Schapiro";"sschapiro28@amazon.com";"ID";"Makassar";"SN";"";"0,00"
"1077";"2025-05-09 15:49:50";"30500,00000000";"536";"Celana Pendek Anak Polos fashion Santai";"3";"line_item";"1";"30500";"0";"11";"Brandise";"Ochterlony";"bochterlony29@amazon.com";"ID";"Tangerang Selatan";"BT";"";"0,00"
"1078";"2025-05-09 15:51:23";"149000,00000000";"594";"Zipper Hoodie Dewasa Polos";"3";"line_item";"1";"149000";"0";"12";"Cornelius";"Urvoy";"curvoy2a@ezinearticles.com";"ID";"Malang";"JI";"";"0,00"
"1079";"2025-05-09 15:53:50";"700000,00000000";"998";"BAGSMART Travel Toiletry Bag";"6";"line_item";"2";"700000";"0";"13";"Vere";"Prozescky";"vprozescky2b@toplist.cz";"ID";"Pontianak";"KB";"";"0,00"
"1081";"2025-05-09 16:31:12";"499000,00000000";"688";"LOOKBOUTIQUESTORE - Glyn Lace Shirt";"3";"line_item";"1";"499000";"0";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"";"0,00"
"1082";"2025-05-09 16:34:01";"473000,00000000";"569";"Kaos Wanita Oversize";"3";"line_item";"1";"48000";"0";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"";"0,00"
"1082";"2025-05-09 16:34:01";"473000,00000000";"915";"Zerotwentytwo T-Shirt Danane Raquat White | Kaos Pria Parodi Plesetan Lucu";"4";"line_item";"1";"175000";"0";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"";"0,00"
"1082";"2025-05-09 16:34:01";"473000,00000000";"907";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"8";"line_item";"1";"250000";"0";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"";"0,00"
"1083";"2025-05-09 16:38:41";"449000,00000000";"922";"Jam Tangan Wanita Casio General LTP-V007L-7B1 Tank Silver Dial Black Leather Band";"3";"line_item";"1";"449000";"0";"49";"Catherin";"Cothey";"ccothey2f@smugmug.com";"ID";"Jakarta Selatan";"JK";"";"0,00"
"1084";"2025-05-09 16:48:14";"179000,00000000";"994";"AGE FREE Tya Bag Mini Sling Bag";"5";"line_item";"1";"179000";"0";"50";"Valery";"Bohills";"vbohills2g@amazon.com";"ID";"Pontianak";"KB";"";"0,00"
"1085";"2025-05-09 16:50:32";"749000,00000000";"726";"Jam Tangan Pria Kulit";"3";"line_item";"1";"749000";"0";"51";"Rawley";"Engelbrecht";"rengelbrecht2h@drupal.org";"ID";"Denpasar";"BA";"";"0,00"
"1086";"2025-05-09 16:53:57";"381000,00000000";"738";"Sweater Hoodie Pria Oldskull Misty";"2";"line_item";"1";"202000";"0";"52";"Noreen";"Dealey";"ndealey2i@odnoklassniki.ru";"ID";"Bandung";"JB";"";"0,00"
"1086";"2025-05-09 16:53:57";"381000,00000000";"734";"Sweater New Suls";"2";"line_item";"1";"179000";"0";"52";"Noreen";"Dealey";"ndealey2i@odnoklassniki.ru";"ID";"Bandung";"JB";"";"0,00"
"1087";"2025-05-09 16:55:54";"779000,00000000";"694";"Onitsuka original mexico 66 ultimate 81 ex cream grey yellow";"2";"line_item";"1";"779000";"0";"54";"Caryl";"Zanini";"czanini2j@berkeley.edu";"ID";"Pontianak";"KB";"";"0,00"
"1088";"2025-05-09 16:59:00";"408114,00000000";"754";"Varsity Hoodie Kupluk BEAR X Anak";"2";"line_item";"1";"80000";"0";"55";"Adamo";"Allibon";"aallibon2k@bing.com";"ID";"Banjarmasin";"KS";"";"0,00"
"1088";"2025-05-09 16:59:00";"408114,00000000";"817";"MaruKids - Dexter Shirt";"3";"line_item";"1";"119000";"0";"55";"Adamo";"Allibon";"aallibon2k@bing.com";"ID";"Banjarmasin";"KS";"";"0,00"
"1088";"2025-05-09 16:59:00";"408114,00000000";"536";"Celana Pendek Anak Polos fashion Santai";"3";"line_item";"1";"30500";"0";"55";"Adamo";"Allibon";"aallibon2k@bing.com";"ID";"Banjarmasin";"KS";"";"0,00"
"1088";"2025-05-09 16:59:00";"408114,00000000";"821";"Baju Kemeja Hawaiian Pantai Anak Unisex";"4";"line_item";"1";"65000";"0";"55";"Adamo";"Allibon";"aallibon2k@bing.com";"ID";"Banjarmasin";"KS";"";"0,00"
"1088";"2025-05-09 16:59:00";"408114,00000000";"762";"Baju Kaos Roblox anak Laki-laki cowok";"6";"line_item";"1";"29300";"0";"55";"Adamo";"Allibon";"aallibon2k@bing.com";"ID";"Banjarmasin";"KS";"";"0,00"
"1088";"2025-05-09 16:59:00";"408114,00000000";"741";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"9";"line_item";"1";"84314";"0";"55";"Adamo";"Allibon";"aallibon2k@bing.com";"ID";"Banjarmasin";"KS";"";"0,00"
"1089";"2025-05-09 17:00:25";"75325,00000000";"1064";"DUSHI Jonah flat - Sandal wanita teplek";"25";"line_item";"1";"75325";"0";"53";"Kala";"Ixer";"kixer1o@senate.gov";"ID";"Bandung";"JB";"";"0,00"
"1090";"2025-05-09 17:01:14";"169000,00000000";"891";"Lafiye Skiv Rou Scarf";"2";"line_item";"1";"169000";"0";"56";"Mindy";"Ollier";"mollier2l@sitemeter.com";"ID";"Manado";"SA";"";"0,00"
"1091";"2025-05-09 17:02:46";"329000,00000000";"1020";"This Is April Atasan Kemeja Lengan Panjang";"8";"line_item";"1";"329000";"0";"57";"Hettie";"Bowkett";"hbowkett2m@gravatar.com";"ID";"Bekasi";"JB";"";"0,00"
"1092";"2025-05-09 17:04:14";"550000,00000000";"1019";"AMOENE [MADE] Long Strap Dress Navy";"8";"line_item";"1";"550000";"0";"58";"Elijah";"Da Costa";"edacosta2n@acquirethisname.com";"ID";"Pontianak";"KB";"";"0,00"
"1093";"2025-05-09 17:28:14";"55000,00000000";"580";"Atasan Knit Wanita";"10";"line_item";"1";"55000";"0";"59";"Tommi";"Andrioli";"tandrioli1p@google.es";"ID";"Jakarta Selatan";"JK";"";"0,00"
"1094";"2025-05-09 17:33:43";"119000,00000000";"879";"Arabian Voile (Hijab Voal) | MINIMSLM";"4";"line_item";"1";"119000";"0";"60";"Ward";"Dat";"wdat1q@home.pl";"ID";"Yogyakarta";"YO";"";"0,00"
"1095";"2025-05-09 17:38:08";"160000,00000000";"1010";"Hosofshopaholic - Darel Skirt";"7";"line_item";"1";"160000";"0";"61";"Gabie";"Dyka";"gdyka1r@columbia.edu";"ID";"Banjarmasin";"KS";"";"0,00"
"1096";"2025-05-09 17:42:15";"209000,00000000";"933";"CHARLOTTE 01 28 MM";"1";"line_item";"1";"209000";"0";"62";"Vaclav";"Wedge";"vwedge1s@typepad.com";"ID";"Malang";"JI";"";"0,00"
"1100";"2025-05-10 04:02:09";"729019,00000000";"324";"Bikini";"3";"line_item";"1";"19";"0";"64";"Olive";"O'Logan";"oologanc@imgur.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1100";"2025-05-10 04:02:09";"729019,00000000";"994";"AGE FREE Tya Bag Mini Sling Bag";"5";"line_item";"1";"179000";"0";"64";"Olive";"O'Logan";"oologanc@imgur.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1100";"2025-05-10 04:02:09";"729019,00000000";"1019";"AMOENE [MADE] Long Strap Dress Navy";"8";"line_item";"1";"550000";"0";"64";"Olive";"O'Logan";"oologanc@imgur.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1102";"2025-05-10 04:13:21";"650400,00000000";"978";"Wispie Money Magnet Fitted Shirt";"2";"line_item";"1";"159000";"0";"65";"Joanie";"Mannie";"jmanniee@google.com.au";"ID";"Kota Pontianak";"KB";"";"0,00"
"1102";"2025-05-10 04:13:21";"650400,00000000";"682";"WiZi Anti UV Sport Jacket";"2";"line_item";"1";"145000";"0";"65";"Joanie";"Mannie";"jmanniee@google.com.au";"ID";"Kota Pontianak";"KB";"";"0,00"
"1102";"2025-05-10 04:13:21";"650400,00000000";"856";"URBAN&CO BASIC Sandal Wanita Sendal Teplek Casual - Demi";"3";"line_item";"1";"151900";"0";"65";"Joanie";"Mannie";"jmanniee@google.com.au";"ID";"Kota Pontianak";"KB";"";"0,00"
"1102";"2025-05-10 04:13:21";"650400,00000000";"805";"Tunik Aruna-Seri Ice";"3";"line_item";"1";"194500";"0";"65";"Joanie";"Mannie";"jmanniee@google.com.au";"ID";"Kota Pontianak";"KB";"";"0,00"
"1103";"2025-05-10 04:15:20";"870019,00000000";"322";"Single Shirt";"1";"line_item";"1";"19";"0";"66";"Klarrisa";"Calender";"kcalenderf@shinystat.com";"ID";"Kota Pontianak";"KB";"woo-single";"0,00"
"1103";"2025-05-10 04:15:20";"870019,00000000";"895";"Setelan Jas Dan Celana Pria Formal";"3";"line_item";"1";"276000";"0";"66";"Klarrisa";"Calender";"kcalenderf@shinystat.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1103";"2025-05-10 04:15:20";"870019,00000000";"942";"Sepatu wanita sneakers";"4";"line_item";"1";"139000";"0";"66";"Klarrisa";"Calender";"kcalenderf@shinystat.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1103";"2025-05-10 04:15:20";"870019,00000000";"860";"SHOEBALI Heels 021-218";"4";"line_item";"1";"215000";"0";"66";"Klarrisa";"Calender";"kcalenderf@shinystat.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1103";"2025-05-10 04:15:20";"870019,00000000";"899";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"5";"line_item";"1";"240000";"0";"66";"Klarrisa";"Calender";"kcalenderf@shinystat.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1104";"2025-05-10 04:17:23";"857300,00000000";"891";"Lafiye Skiv Rou Scarf";"2";"line_item";"1";"169000";"0";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"ID";"Kota Pontianak";"KB";"";"0,00"
"1104";"2025-05-10 04:17:23";"857300,00000000";"767";"Kaos anak distro bahan katun premium";"3";"line_item";"1";"79800";"0";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"ID";"Kota Pontianak";"KB";"";"0,00"
"1104";"2025-05-10 04:17:23";"857300,00000000";"871";"Moly Bag TGIF";"3";"line_item";"1";"200000";"0";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"ID";"Kota Pontianak";"KB";"";"0,00"
"1104";"2025-05-10 04:17:23";"857300,00000000";"793";"Kebaya Encim A-Line Bordir";"5";"line_item";"1";"408500";"0";"14";"Fairlie";"Preshaw";"fpreshawg@china.com.cn";"ID";"Kota Pontianak";"KB";"";"0,00"
"1105";"2025-05-10 04:19:47";"657526,00000000";"975";"Celana Panjang Highwaist Wanita";"2";"line_item";"1";"139000";"0";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1105";"2025-05-10 04:19:47";"657526,00000000";"986";"ECINOS - Philia Oversized Linen Shirt";"2";"line_item";"1";"269000";"0";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1105";"2025-05-10 04:19:47";"657526,00000000";"954";"Celana korduroi pinggang tinggi";"3";"line_item";"1";"86601";"0";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1105";"2025-05-10 04:19:47";"657526,00000000";"966";"Celana Kulot Uniqllo Pants";"3";"line_item";"1";"57100";"0";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1105";"2025-05-10 04:19:47";"657526,00000000";"536";"Celana Pendek Anak Polos fashion Santai";"3";"line_item";"1";"30500";"0";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1105";"2025-05-10 04:19:47";"657526,00000000";"1064";"DUSHI Jonah flat - Sandal wanita teplek";"25";"line_item";"1";"75325";"0";"67";"Corrina";"Clubb";"cclubbh@marketwatch.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1106";"2025-05-10 04:21:20";"910800,00000000";"543";"Wide High Jeans";"1";"line_item";"1";"499900";"0";"68";"Rodge";"Winram";"rwinrami@cnn.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1106";"2025-05-10 04:21:20";"910800,00000000";"594";"Zipper Hoodie Dewasa Polos";"3";"line_item";"1";"149000";"0";"68";"Rodge";"Winram";"rwinrami@cnn.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1106";"2025-05-10 04:21:20";"910800,00000000";"915";"Zerotwentytwo T-Shirt Danane Raquat White | Kaos Pria Parodi Plesetan Lucu";"4";"line_item";"1";"175000";"0";"68";"Rodge";"Winram";"rwinrami@cnn.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1106";"2025-05-10 04:21:20";"910800,00000000";"911";"Workout Stretwear x Scribbles Tshirt Oversize Basic Dreamer pakaian pria dan wanita";"5";"line_item";"1";"86900";"0";"68";"Rodge";"Winram";"rwinrami@cnn.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1107";"2025-05-10 04:23:03";"1455314,00000000";"746";"MIISOO Tas Sekolah Laksana School Bag/Tas Sekolah Anak";"1";"line_item";"1";"258000";"0";"69";"Ronny";"Plews";"rplewsj@paypal.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1107";"2025-05-10 04:23:03";"1455314,00000000";"694";"Onitsuka original mexico 66 ultimate 81 ex cream grey yellow";"2";"line_item";"1";"779000";"0";"69";"Ronny";"Plews";"rplewsj@paypal.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1107";"2025-05-10 04:23:03";"1455314,00000000";"958";"Sepatu Sneakers Wanita";"2";"line_item";"1";"116000";"0";"69";"Ronny";"Plews";"rplewsj@paypal.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1107";"2025-05-10 04:23:03";"1455314,00000000";"817";"MaruKids - Dexter Shirt";"3";"line_item";"1";"119000";"0";"69";"Ronny";"Plews";"rplewsj@paypal.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1107";"2025-05-10 04:23:03";"1455314,00000000";"812";"Midi Dress Tropical Flowers";"5";"line_item";"1";"99000";"0";"69";"Ronny";"Plews";"rplewsj@paypal.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1107";"2025-05-10 04:23:03";"1455314,00000000";"741";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"9";"line_item";"1";"84314";"0";"69";"Ronny";"Plews";"rplewsj@paypal.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1108";"2025-05-10 04:26:25";"399314,00000000";"971";"Celana import polos pinggang tali serut pinkdose";"2";"line_item";"1";"65000";"0";"70";"Isis";"Griss";"igrissk@addtoany.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1108";"2025-05-10 04:26:25";"399314,00000000";"907";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"8";"line_item";"1";"250000";"0";"70";"Isis";"Griss";"igrissk@addtoany.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1108";"2025-05-10 04:26:25";"399314,00000000";"741";"Celana Cargo Pendek Anak Laki-Laki Bahan Dusky Crinkle/Parasut";"9";"line_item";"1";"84314";"0";"70";"Isis";"Griss";"igrissk@addtoany.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1109";"2025-05-10 04:34:28";"1313701,00000000";"713";"Tas Ransel Laptop";"1";"line_item";"1";"179000";"0";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1109";"2025-05-10 04:34:28";"1313701,00000000";"734";"Sweater New Suls";"2";"line_item";"1";"179000";"0";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1109";"2025-05-10 04:34:28";"1313701,00000000";"717";"Tas Ransel Pria";"2";"line_item";"1";"197901";"0";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1109";"2025-05-10 04:34:28";"1313701,00000000";"750";"Tas Sekolah Tas Anak Tk Paud Cartoon Excavator";"2";"line_item";"1";"127800";"0";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1109";"2025-05-10 04:34:28";"1313701,00000000";"895";"Setelan Jas Dan Celana Pria Formal";"3";"line_item";"1";"276000";"0";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1109";"2025-05-10 04:34:28";"1313701,00000000";"942";"Sepatu wanita sneakers";"4";"line_item";"1";"139000";"0";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1109";"2025-05-10 04:34:28";"1313701,00000000";"860";"SHOEBALI Heels 021-218";"4";"line_item";"1";"215000";"0";"71";"Rita";"Crownshaw";"rcrownshawl@cnet.com";"ID";"Kota Pontianak";"KB";"";"0,00"
"1110";"2025-05-10 04:42:13";"1622300,00000000";"767";"Kaos anak distro bahan katun premium";"3";"line_item";"1";"79800";"0";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"ID";"Kota Pontianak";"KB";"";"0,00"
"1110";"2025-05-10 04:42:13";"1622300,00000000";"773";"Long Strap Dress";"3";"line_item";"1";"536000";"0";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"ID";"Kota Pontianak";"KB";"";"0,00"
"1110";"2025-05-10 04:42:13";"1622300,00000000";"688";"LOOKBOUTIQUESTORE - Glyn Lace Shirt";"3";"line_item";"1";"499000";"0";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"ID";"Kota Pontianak";"KB";"";"0,00"
"1110";"2025-05-10 04:42:13";"1622300,00000000";"793";"Kebaya Encim A-Line Bordir";"5";"line_item";"1";"408500";"0";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"ID";"Kota Pontianak";"KB";"";"0,00"
"1110";"2025-05-10 04:42:13";"1622300,00000000";"812";"Midi Dress Tropical Flowers";"5";"line_item";"1";"99000";"0";"72";"Maisie";"Gobolos";"mgobolosm@who.int";"ID";"Kota Pontianak";"KB";"";"0,00"
"1111";"2025-05-10 04:44:00";"1789901,00000000";"738";"Sweater Hoodie Pria Oldskull Misty";"2";"line_item";"1";"202000";"0";"73";"Norah";"Armfield";"narmfieldn@cyberchimps.com";"ID";"Kota Pontianak";"JB";"";"0,00"
"1111";"2025-05-10 04:44:00";"1789901,00000000";"717";"Tas Ransel Pria";"2";"line_item";"1";"197901";"0";"73";"Norah";"Armfield";"narmfieldn@cyberchimps.com";"ID";"Kota Pontianak";"JB";"";"0,00"
"1111";"2025-05-10 04:44:00";"1789901,00000000";"702";"Structured Ball Cap Cream";"3";"line_item";"1";"1150000";"0";"73";"Norah";"Armfield";"narmfieldn@cyberchimps.com";"ID";"Kota Pontianak";"JB";"";"0,00"
"1111";"2025-05-10 04:44:00";"1789901,00000000";"899";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"5";"line_item";"1";"240000";"0";"73";"Norah";"Armfield";"narmfieldn@cyberchimps.com";"ID";"Kota Pontianak";"JB";"";"0,00"
"1122";"2025-05-10 05:59:01";"55000,00000000";"580";"Atasan Knit Wanita";"10";"line_item";"1";"55000";"0";"58";"Elijah";"Da Costa";"edacosta2n@acquirethisname.com";"ID";"Pontianak";"KB";"";"0,00"
