"index_id";"order_id";"total_amount";"customer_id";"first_name";"last_name";"email";"country";"city";"state";"order_item_name";"order_item_type";"product_qty"
"43";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Kaos Wanita Oversize";"line_item";"1"
"44";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Zerotwentytwo T-Shirt Danane Raquat White | Kaos Pria Parodi Plesetan Lucu";"line_item";"1"
"45";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Zerotwentytwo T-Shirt Danane Raquat White | Kaos Pria Parodi Plesetan Lucu";"line_item";"1"
"46";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Zerotwentytwo T-Shirt Danane Raquat White | Kaos Pria Parodi Plesetan Lucu";"line_item";"1"
"47";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"line_item";"1"
"48";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"line_item";"1"
"49";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Breakside Polo Shirt Gavriel - Darkgrey Polo Shirt Pria";"line_item";"1"
"50";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Free shipping";"shipping";"1"
"51";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Free shipping";"shipping";"1"
"52";"1082";"473000,00000000";"22";"Liza";"Gambell";"lgambell26@nih.gov";"ID";"Semarang";"JT";"Free shipping";"shipping";"1"
"53";"1049";"550000,00000000";"23";"Swen";"Wittman";"swittman24@aol.com";"ID";"Surabaya";"JI";"AMOENE [MADE] Long Strap Dress Navy";"line_item";"1"
"54";"1049";"550000,00000000";"23";"Swen";"Wittman";"swittman24@aol.com";"ID";"Surabaya";"JI";"Free shipping";"shipping";"1"
"55";"1071";"780000,00000000";"24";"Eberto";"Nern";"enernp@weibo.com";"ID";"Pontianak";"KB";"Compass Velocity Black";"line_item";"1"
"56";"1071";"780000,00000000";"24";"Eberto";"Nern";"enernp@weibo.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"57";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sepatu wanita sneakers";"line_item";"1"
"58";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sepatu wanita sneakers";"line_item";"1"
"59";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sepatu wanita sneakers";"line_item";"1"
"60";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sepatu wanita sneakers";"line_item";"1"
"61";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sepatu wanita sneakers";"line_item";"1"
"62";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Setelan Jas Dan Celana Pria Formal";"line_item";"1"
"63";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Setelan Jas Dan Celana Pria Formal";"line_item";"1"
"64";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Setelan Jas Dan Celana Pria Formal";"line_item";"1"
"65";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Setelan Jas Dan Celana Pria Formal";"line_item";"1"
"66";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Setelan Jas Dan Celana Pria Formal";"line_item";"1"
"67";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"SHOEBALI Heels 021-218";"line_item";"1"
"68";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"SHOEBALI Heels 021-218";"line_item";"1"
"69";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"SHOEBALI Heels 021-218";"line_item";"1"
"70";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"SHOEBALI Heels 021-218";"line_item";"1"
"71";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"SHOEBALI Heels 021-218";"line_item";"1"
"72";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Single Shirt";"line_item";"1"
"73";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Single Shirt";"line_item";"1"
"74";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Single Shirt";"line_item";"1"
"75";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Single Shirt";"line_item";"1"
"76";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Single Shirt";"line_item";"1"
"77";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"line_item";"1"
"78";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"line_item";"1"
"79";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"line_item";"1"
"80";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"line_item";"1"
"81";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Sora Plaid Blazer Lengan Panjang / Blazer Casual Wanita";"line_item";"1"
"82";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Free shipping";"shipping";"1"
"83";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Free shipping";"shipping";"1"
"84";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Free shipping";"shipping";"1"
"85";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Free shipping";"shipping";"1"
"86";"1103";"870019,00000000";"25";"Alexandros";"Korneichik";"akorneichikr@quantcast.com";"ID";"Kota Mempawah";"KB";"Free shipping";"shipping";"1"
"87";"1083";"449000,00000000";"26";"Giuseppe";"Gerard";"ggerards@instagram.com";"ID";"Kabupaten Sintang";"KB";"Jam Tangan Wanita Casio General LTP-V007L-7B1 Tank Silver Dial Black Leather Band";"line_item";"1"
"88";"1083";"449000,00000000";"26";"Giuseppe";"Gerard";"ggerards@instagram.com";"ID";"Kabupaten Sintang";"KB";"Free shipping";"shipping";"1"
"89";"1072";"1150000,00000000";"27";"Angelique";"Brosius";"abrosiust@sun.com";"ID";"Singkawang";"KB";"Structured Ball Cap Cream";"line_item";"1"
"90";"1072";"1150000,00000000";"27";"Angelique";"Brosius";"abrosiust@sun.com";"ID";"Singkawang";"KB";"Free shipping";"shipping";"1"
"91";"1050";"44900,00000000";"28";"Jessy";"De Bell";"jdebellu@nationalgeographic.com";"ID";"Pontianak";"KB";"ORO PANTS";"line_item";"1"
"92";"1050";"44900,00000000";"28";"Jessy";"De Bell";"jdebellu@nationalgeographic.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"93";"1073";"160000,00000000";"29";"Lenna";"Seagrove";"lseagrovev@usa.gov";"ID";"Kota Mempawah";"KB";"Lafiye Skiv Rou Scarf";"line_item";"1"
"94";"1073";"160000,00000000";"29";"Lenna";"Seagrove";"lseagrovev@usa.gov";"ID";"Kota Mempawah";"KB";"Free shipping";"shipping";"1"
"95";"1074";"379000,00000000";"30";"Estelle";"Pieroni";"epieroniw@blogs.com";"ID";"Kota Pontianak";"KB";"This Is April Rok Midi Crochet Wanita";"line_item";"1"
"96";"1074";"379000,00000000";"30";"Estelle";"Pieroni";"epieroniw@blogs.com";"ID";"Kota Pontianak";"KB";"Free shipping";"shipping";"1"
"97";"1051";"62700,00000000";"31";"Nady";"Veel";"nveelx@123-reg.co.uk";"ID";"Jakarta Barat";"JK";"Atasan Basic Wanita";"line_item";"1"
"98";"1051";"62700,00000000";"31";"Nady";"Veel";"nveelx@123-reg.co.uk";"ID";"Jakarta Barat";"JK";"Free shipping";"shipping";"1"
"99";"1075";"55000,00000000";"32";"Susann";"Langtry";"slangtryz@indiegogo.com";"ID";"Kota Singkawang";"KB";"Atasan Knit Wanita";"line_item";"1"
"100";"1075";"55000,00000000";"32";"Susann";"Langtry";"slangtryz@indiegogo.com";"ID";"Kota Singkawang";"KB";"Free shipping";"shipping";"1"
"101";"1076";"159000,00000000";"33";"Tobiah";"Loyd";"tloyd10@sogou.com";"ID";"Yogyakarta";"YO";"Wispie Money Magnet Fitted Shirt";"line_item";"1"
"102";"1076";"159000,00000000";"33";"Tobiah";"Loyd";"tloyd10@sogou.com";"ID";"Yogyakarta";"YO";"Free shipping";"shipping";"1"
"103";"1052";"52000,00000000";"34";"Werner";"Buchanan";"wbuchanan0@reference.com";"ID";"Pontianak";"KB";"Baju Atasan Lengan Pendek Wanita";"line_item";"1"
"104";"1052";"52000,00000000";"34";"Werner";"Buchanan";"wbuchanan0@reference.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"105";"1077";"30500,00000000";"35";"Abagael";"Cockin";"acockin1@noaa.gov";"ID";"Pontianak";"KB";"Celana Pendek Anak Polos fashion Santai";"line_item";"1"
"106";"1077";"30500,00000000";"35";"Abagael";"Cockin";"acockin1@noaa.gov";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"107";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Kebaya Encim A-Line Bordir";"line_item";"1"
"108";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Kebaya Encim A-Line Bordir";"line_item";"1"
"109";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Kebaya Encim A-Line Bordir";"line_item";"1"
"110";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Kebaya Encim A-Line Bordir";"line_item";"1"
"111";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Kaos anak distro bahan katun premium";"line_item";"1"
"112";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Kaos anak distro bahan katun premium";"line_item";"1"
"113";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Kaos anak distro bahan katun premium";"line_item";"1"
"114";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Kaos anak distro bahan katun premium";"line_item";"1"
"115";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Lafiye Skiv Rou Scarf";"line_item";"1"
"116";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Lafiye Skiv Rou Scarf";"line_item";"1"
"117";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Lafiye Skiv Rou Scarf";"line_item";"1"
"118";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Lafiye Skiv Rou Scarf";"line_item";"1"
"119";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Moly Bag TGIF";"line_item";"1"
"120";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Moly Bag TGIF";"line_item";"1"
"121";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Moly Bag TGIF";"line_item";"1"
"122";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Moly Bag TGIF";"line_item";"1"
"123";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"124";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"125";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"126";"1104";"857300,00000000";"36";"Rozanna";"Leng";"rleng2@accuweather.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"127";"1078";"149000,00000000";"37";"Kelcey";"Ziehms";"kziehms3@msn.com";"ID";"Pontianak";"KB";"Zipper Hoodie Dewasa Polos";"line_item";"1"
"128";"1078";"149000,00000000";"37";"Kelcey";"Ziehms";"kziehms3@msn.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"129";"1079";"700000,00000000";"38";"Beryl";"Beckinsale";"bbeckinsale4@vinaora.com";"ID";"Pontianak";"KB";"BAGSMART Travel Toiletry Bag";"line_item";"2"
"130";"1079";"700000,00000000";"38";"Beryl";"Beckinsale";"bbeckinsale4@vinaora.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"2"
"131";"1053";"86601,00000000";"39";"Rollins";"Pascho";"rpascho5@jigsy.com";"ID";"Pontianak";"KB";"Celana korduroi pinggang tinggi";"line_item";"1"
"132";"1053";"86601,00000000";"39";"Rollins";"Pascho";"rpascho5@jigsy.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"133";"1054";"57100,00000000";"40";"Nada";"Baudassi";"nbaudassi6@virginia.edu";"ID";"Pontianak";"KB";"Celana Kulot Uniqllo Pants";"line_item";"1"
"134";"1054";"57100,00000000";"40";"Nada";"Baudassi";"nbaudassi6@virginia.edu";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"135";"1084";"179000,00000000";"41";"Lorens";"McIlvoray";"lmcilvoray7@eepurl.com";"ID";"Pontianak";"KB";"AGE FREE Tya Bag Mini Sling Bag";"line_item";"1"
"136";"1084";"179000,00000000";"41";"Lorens";"McIlvoray";"lmcilvoray7@eepurl.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"137";"1055";"139000,00000000";"42";"Hinda";"Kemston";"hkemston8@deviantart.com";"ID";"Pontianak";"KB";"Celana Panjang Highwaist Wanita";"line_item";"1"
"138";"1055";"139000,00000000";"42";"Hinda";"Kemston";"hkemston8@deviantart.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"139";"1085";"749000,00000000";"43";"Dinnie";"Tambling";"dtambling9@over-blog.com";"ID";"Pontianak";"KB";"Jam Tangan Pria Kulit";"line_item";"1"
"140";"1085";"749000,00000000";"43";"Dinnie";"Tambling";"dtambling9@over-blog.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"141";"1056";"137750,00000000";"44";"Omero";"Bockh";"obockha@msn.com";"ID";"Pontianak";"KB";"Jaket Baseball Fleece Big Size";"line_item";"1"
"142";"1056";"137750,00000000";"44";"Omero";"Bockh";"obockha@msn.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"143";"1057";"129000,00000000";"45";"Keefe";"Dymott";"kdymottb@chicagotribune.com";"ID";"Pontianak";"KB";"Jaket Jeans Wanita";"line_item";"1"
"144";"1057";"129000,00000000";"45";"Keefe";"Dymott";"kdymottb@chicagotribune.com";"ID";"Pontianak";"KB";"Free shipping";"shipping";"1"
"145";"1058";"121000,00000000";"46";"Ruthi";"Hulse";"rhulse2c@typepad.com";"ID";"Jakarta Selatan";"JK";"Jaket Wanita Parasut Kekinian Zipper Anti Air Angin Windbreaker Motor Waterproof Windproof";"line_item";"1"
"146";"1058";"121000,00000000";"46";"Ruthi";"Hulse";"rhulse2c@typepad.com";"ID";"Jakarta Selatan";"JK";"Free shipping";"shipping";"1"
"147";"1086";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Sweater Hoodie Pria Oldskull Misty";"line_item";"1"
"148";"1086";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Sweater Hoodie Pria Oldskull Misty";"line_item";"1"
"149";"1086";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Sweater New Suls";"line_item";"1"
"150";"1086";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Sweater New Suls";"line_item";"1"
"151";"1086";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Free shipping";"shipping";"1"
"152";"1086";"381000,00000000";"47";"Aliza";"Aguilar";"aaguilar2d@vkontakte.ru";"ID";"Bandung";"JB";"Free shipping";"shipping";"1"
"153";"1105";"657526,00000000";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"Celana korduroi pinggang tinggi";"line_item";"1"
"154";"1105";"657526,00000000";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"Celana korduroi pinggang tinggi";"line_item";"1"
"155";"1105";"657526,00000000";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"Celana korduroi pinggang tinggi";"line_item";"1"
"156";"1105";"657526,00000000";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"Celana korduroi pinggang tinggi";"line_item";"1"
"157";"1105";"657526,00000000";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"Celana korduroi pinggang tinggi";"line_item";"1"
"158";"1105";"657526,00000000";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"Celana korduroi pinggang tinggi";"line_item";"1"
"159";"1105";"657526,00000000";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"Celana Kulot Uniqllo Pants";"line_item";"1"
"160";"1105";"657526,00000000";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"Celana Kulot Uniqllo Pants";"line_item";"1"
"161";"1105";"657526,00000000";"48";"Hebert";"Swanborrow";"hswanborrow2e@weather.com";"ID";"Bandung";"JB";"Celana Kulot Uniqllo Pants";"line_item";"1"
